Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
PozziGamer,"Animation, Video Games",13600000.0,Russia,391900.0,15400.0,1000.0,http://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg
ConorMaynard,Music and Dance,13600000.0,United States,52200.0,2600.0,131.0,http://youtube.com/channel/UCpmD3iT-8TQzRuygIiS9bAw
Wengie,Food and Drink,13600000.0,United States,17000.0,1200.0,137.0,http://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g
ryan,Movies,13600000.0,United States,7000000.0,222800.0,11500.0,http://youtube.com/channel/UCnmGIkw-KdI0W5siakKPKog
Thegeetagurjar,Unknown,13500000.0,India,3200000.0,70800.0,57.0,http://youtube.com/channel/UCUL9We-R1aCC3GAe-RvOx5g
sportsnationespn,Sports,13500000.0,United States,114000.0,3700.0,39.0,http://youtube.com/channel/UCQZi2YXSxc6BSK4mZHql8ag
itsDrRyan,Unknown,13500000.0,United States,1000000.0,39200.0,634.0,http://youtube.com/channel/UC26FEMwAAjj8jfNbuVdFMBQ
MCDivertida,"Music and Dance, Movies",13500000.0,Unknown,288700.0,1400.0,0.0,http://youtube.com/channel/UCllJguE1AIxYBmZJ8NUWiHg
TechnologyGyan,Unknown,13400000.0,India,445400.0,29100.0,1200.0,http://youtube.com/channel/UC1tVU8H153ZFO9eRsxdJlhA
MattSDance,"Music and Dance, Movies",13400000.0,United States,54200.0,2700.0,24.0,http://youtube.com/channel/UCczFdwWpVEpoqb-eMm4c4dQ
KabitasKitchen,Unknown,13400000.0,India,111000.0,3900.0,156.0,http://youtube.com/channel/UCChqsCRFePrP2X897iQkyAA
gags,Unknown,13400000.0,United States,156900.0,1500.0,38.0,http://youtube.com/channel/UCpsSadsgX_Qk9i6i_bJoUwQ
theworldadventureshindi,Daily Vlogs,13400000.0,Unknown,6200.0,342.0,21.0,http://youtube.com/channel/UCr8EWTz_8ljPyE27CiSbsGw
SonotekBhakti,Music and Dance,13400000.0,India,4400.0,109.0,13.0,http://youtube.com/channel/UC3oQ1986eLZ4MhyPBiu54PA
H2ODelirious,"Animation, Video Games",13400000.0,United States,153900.0,6600.0,163.0,http://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw
athleanx,"Fitness, Health and Self-help",13400000.0,United States,340400.0,13000.0,926.0,http://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A
TheInfographicsShow,Education,13400000.0,United States,162500.0,5700.0,232.0,http://youtube.com/channel/UCfdNM3NAhaBOXCafH7krzrA
theRadBrad,"Animation, Video Games",13400000.0,United States,76600.0,3200.0,182.0,http://youtube.com/channel/UCpqXJOEqGS-TCnazcHCo0rA
LofiGirl,Humor,13400000.0,United States,139000.0,8500.0,132.0,http://youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow
KurtHugoSchneider,Unknown,13400000.0,United States,20600.0,1200.0,72.0,http://youtube.com/channel/UCplkk3J5wrEl0TNrthHjq4Q
AzzyLand,Animation,13400000.0,United States,115600.0,3600.0,472.0,http://youtube.com/channel/UCzeB_0FNcPIyUSjL_TL5lEw
BrawlStars,Animation,13400000.0,United States,1500000.0,98400.0,2700.0,http://youtube.com/channel/UCooVYzDxdwTtGYAkcPmOgOw
einerdtv,"Movies, Animation",13400000.0,Brazil,155100.0,22400.0,614.0,http://youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA
AlexGonzagaOfficial,"Movies, Humor",13400000.0,Philippines,1600000.0,36300.0,1100.0,http://youtube.com/channel/UC6N-9Wh0DYhDI8sQS7jwjVA
PeppaPigPortuguesOficial,"Movies, Animation",13300000.0,Unknown,354800.0,1900.0,0.0,http://youtube.com/channel/UCvD9GB-E4q_TuMpwUtFBhLA
VexTrexKidsCartoon,"Movies, Animation",13300000.0,Unknown,21100.0,0.0,0.0,http://youtube.com/channel/UCE_URvMQZgvPqd8rzlFF58A
MashaBearUkraine,Unknown,13300000.0,Unknown,85400.0,673.0,0.0,http://youtube.com/channel/UCHZcTOQMlcCmONp5Apm6qSQ
DJKhaledOfficial,Unknown,13300000.0,United States,178400.0,4500.0,201.0,http://youtube.com/channel/UC0Kgvj5t_c9EMWpEDWJuR1Q
OficialHungria,Music and Dance,13300000.0,Brazil,75000.0,7400.0,132.0,http://youtube.com/channel/UCAI8SmRbXgSpP8Zo3xZbxzQ
prantoniojunior,Music and Dance,13300000.0,Brazil,246300.0,46500.0,5100.0,http://youtube.com/channel/UCKEM87jzVqdIfAdTr0xNBfA
Akon,Music and Dance,13200000.0,Brazil,32000.0,1900.0,91.0,http://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA
knowledgetvhindi001,Education,13200000.0,India,58100.0,2300.0,87.0,http://youtube.com/channel/UC-iSP6GoVwofKXs6Ei0PdlA
GuiGe,Unknown,13200000.0,India,176700.0,6100.0,9.0,http://youtube.com/channel/UCobCsXaWsPawN22tXWH0cbw
MARIANAMIAMORCH,Movies,13200000.0,Mexico,533700.0,32300.0,330.0,http://youtube.com/channel/UCwm_7WWX8mQ1kjSRzAnD0iQ
NickPro,Sports,13200000.0,United States,12200000.0,286000.0,245.0,http://youtube.com/channel/UChCBHudFoBnsF0O1flPXqiQ
RauwAlejandroTv,Music and Dance,13200000.0,Peru,219400.0,7300.0,367.0,http://youtube.com/channel/UC_Av98lDjf5KvFib5elhpYg
LizaBaez,Unknown,13200000.0,Mexico,832800.0,104300.0,840.0,http://youtube.com/channel/UCoWpURVabfgqPUeKljAaEOA
klara_tania,"Movies, Animation",13200000.0,Indonesia,834500.0,47500.0,245.0,http://youtube.com/channel/UC4rHBMP2rGPuFk9F-JlGzbQ
Caylus,"Animation, Video Games",13200000.0,United States,477600.0,11800.0,789.0,http://youtube.com/channel/UCVAYy7_zddIx6USjXscV9Vg
AlArabiya,News and Politics,13200000.0,Morocco,5000.0,90.0,5.0,http://youtube.com/channel/UCahpxixMCwoANAftn6IxkTg
Davie504,Unknown,13200000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UCgFvT6pUq9HLOvKBYERzXSQ
JesseAndMike,Unknown,13200000.0,United States,201400.0,3600.0,132.0,http://youtube.com/channel/UCV1JuyDF9Re3HyXFGeqnC7Q
redetv,Unknown,13200000.0,Brazil,2500.0,90.0,2.0,http://youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w
spider-maaaaaaan,Unknown,13100000.0,Japan,1900000.0,45000.0,81.0,http://youtube.com/channel/UCP1vrClG-6iGuFq7ls_NBsw
CznBurak,Daily Vlogs,13100000.0,Turkey,1400000.0,72500.0,1000.0,http://youtube.com/channel/UCUcfej7lPDoeqTlferD2mcw
rupalchoudharytd,Unknown,13100000.0,India,279100.0,21000.0,97.0,http://youtube.com/channel/UCk6UfPfvT_zbR4yOk0xyoqA
CuteWolfVideos,"Movies, Toys",13100000.0,Unknown,53500.0,116.0,0.0,http://youtube.com/channel/UCWGVQIspqW2j9M3-qLQ0HDg
TopViralTalentYT,Unknown,13000000.0,United States,17700.0,283.0,12.0,http://youtube.com/channel/UCDnEa2HC2eeT-cN3pAKnNTw
ColeAndSav,Daily Vlogs,13000000.0,United States,322100.0,10100.0,0.0,http://youtube.com/channel/UC4-CH0epzZpD_ARhxCx6LaQ
gymvirtual,"Fitness, Health and Self-help",13000000.0,Mexico,50900.0,1900.0,49.0,http://youtube.com/channel/UCfwP2H1CDJvssk6g2pm8EgA
DuoTiempoDeSol,"Music and Dance, Animation",13000000.0,Unknown,47400.0,170.0,0.0,http://youtube.com/channel/UC7S5EdUYwr7r04MrIjtSPNg
KiryaKolesnikov,Daily Vlogs,13000000.0,United States,54700.0,1900.0,7.0,http://youtube.com/channel/UCb1FVtN2EvxaeoBBMtOXg7g
MoniLinaFamily,Unknown,13000000.0,India,147300.0,3600.0,13.0,http://youtube.com/channel/UCFwOAy34fL31Im7_udynwvg
zeetamil,Unknown,13000000.0,India,1200.0,11.0,0.0,http://youtube.com/channel/UC_wIGmvdyAQLtl-U2nHV9rg
mariano_razo,Unknown,13000000.0,Mexico,5300000.0,399300.0,1100.0,http://youtube.com/channel/UCLYqpLGnCoQfcD7BdDKsSxQ
Chustertv,Video Games,13000000.0,Spain,1600000.0,96300.0,296.0,http://youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw
francoescamilla,"Movies, Humor",13000000.0,Mexico,560000.0,11800.0,288.0,http://youtube.com/channel/UCUjrDJokSX8JavRwy5iUOkA
sulgiyang,"ASMR, Food and Drink",13000000.0,United States,557500.0,8600.0,349.0,http://youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA
TalkingAngela,Music and Dance,13000000.0,United States,53000.0,360.0,0.0,http://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw
officialjassrecords,Music and Dance,13000000.0,India,12800.0,662.0,7.0,http://youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g
bibotoyskor,Unknown,12900000.0,Unknown,4300.0,0.0,0.0,http://youtube.com/channel/UCL4r3zHKJpcJ0jEYSbobk1Q
HeidiandZidaneEsp,Daily Vlogs,12900000.0,Unknown,61100.0,363.0,0.0,http://youtube.com/channel/UCLVpcJc8LpFclTssfVZ5wGw
dianaandromaind5591,Unknown,12900000.0,Unknown,222200.0,395.0,0.0,http://youtube.com/channel/UCGRdNfemQ7iXpacd75SE7rA
